date,oklahoma,arkansas,texas,mississippi,kansas,missouri,alabama,south carolina,louisiana,tennessee,south dakota,georgia,north dakota,kentucky,north carolina,nebraska,colorado,minnesota,virginia,new mexico,wisconsin,iowa,montana,florida,delaware,west virginia,idaho,wyoming,michigan,san juan,maine,ohio,indiana,new hampshire,maryland,connecticut,vermont,massachusetts,rhode island,utah,alaska,new jersey,pennsylvania,arizona,washington dc,illinois,new york,nevada,oregon,washington,california,hawaii
5-9-2020,1.426,1.459,1.473,1.477,1.494,1.516,1.543,1.549,1.569,1.576,1.593,1.618,1.625,1.647,1.661,1.67,1.67,1.677,1.678,1.681,1.687,1.699,1.734,1.743,1.746,1.754,1.772,1.812,1.83,1.832,1.836,1.841,1.849,1.849,1.857,1.873,1.879,1.916,1.928,1.944,1.98,1.994,2.047,2.067,2.098,2.099,2.125,2.261,2.36,2.414,2.731,2.996
